title,franquicia,genres
Earthfall,,"['Action', 'Science Fiction']"
10.0 Earthquake,,"['Drama', 'Adventure', 'Action']"
Mega Shark vs. Mecha Shark,Mega Shark Collection,"['Action', 'Science Fiction', 'Thriller']"
Chi-Raq,,"['Music', 'Drama', 'Crime', 'Comedy']"
Fateful Findings,,"['Drama', 'Fantasy', 'Thriller']"
Heartstopper,,['Horror']
Naked as We Came,,[]
Jim Henson’s Turkey Hollow,,"['TV Movie', 'Comedy']"
Eating Out: Drama Camp,Eating Out Series,['Comedy']
Madeline: Lost in Paris,Madeline,['Animation']
Babysitting 2,Babysitting,['Comedy']
My Life Directed by Nicolas Winding Refn,,['Documentary']
Emil and the Detectives,,"['Comedy', 'Crime']"
The Knockout,,['Comedy']
The Tramp,,['Comedy']
Rageh Inside Iran,,['Documentary']
The Irrefutable Truth About Demons,,['Horror']
Tokyo Raiders,,"['Thriller', 'Action', 'Comedy']"
The Queen,,['Documentary']
Weekend of a Champion,,[]
Weekend of a Champion,,['Documentary']
Men Boxing,,"['Action', 'Documentary']"
No Tomorrow,,[]
The Garden of Sinners - Chapter 1: Overlooking View,The Garden of Sinners,"['Crime', 'Animation', 'Action']"
The Garden of Sinners - Chapter 2: A Study in Murder (Part 1),The Garden of Sinners,"['Crime', 'Animation', 'Action']"
The Garden of Sinners - Chapter 3: Remaining Sense of Pain,The Garden of Sinners,"['Crime', 'Animation', 'Action']"
The Garden of Sinners - Chapter 6: Oblivion Recording,The Garden of Sinners,['Animation']
The Garden of Sinners - Chapter 7: A Study in Murder (Part 2),The Garden of Sinners,['Animation']
Les Dissociés,,['Comedy']
Monkey King: Hero Is Back,,"['Fantasy', 'Animation', 'Comedy']"
Double Down,,"['Thriller', 'Drama', 'Action', 'Romance']"
Truth,,['Drama']
The Letters,,['Drama']
Another Gay Sequel: Gays Gone Wild!,Another Gay Movie Collection,['Comedy']
Christmas Icetastrophe,,"['TV Movie', 'Drama', 'Science Fiction']"
The Invincible Masked Rider,,['Adventure']
Seattle Superstorm,,"['Action', 'Science Fiction']"
Fury of Achilles,,"['War', 'Adventure', 'History', 'Drama', 'Romance']"
"Rome, the other face of violence",,"['Action', 'Crime']"
A Special Cop in Action,,"['Thriller', 'Action', 'Crime']"
Violent City,,"['Crime', 'Action']"
7 Golden Monks,,['Comedy']
Decameron proibitissimo (Boccaccio mio statte zitto),,['Comedy']
Desirable Teacher,Pierino - Serie ufficiale,['Comedy']
Brave,,"['Drama', 'Music']"
Just Jim,,['Comedy']
Valentino,,[]
Chicago Deadline,,['Crime']
The Unseen,,['Mystery']
Desert Fury,,"['Drama', 'Crime']"
So Evil My Love,,['Drama']
Sealed Verdict,,['Drama']
Dino Time,,"['Animation', 'Adventure', 'Comedy', 'Family']"
Our Times,,"['Romance', 'Drama']"
To the Fore,,"['Romance', 'Action', 'Drama']"
Top Cat The Movie,,['Animation']
The Big Short,,"['Comedy', 'Drama']"
The Throwaways,,"['Action', 'Thriller', 'Fantasy']"
A Chinese Ghost Story III,A Chinese Ghost Story Collection,"['Action', 'Comedy', 'Horror', 'Fantasy']"
Applesauce,,['Comedy']
Christmas Eve,,"['Romance', 'Comedy']"
John Lennon - Plastic Ono Band,,"['Music', 'Documentary']"
Sherlock Holmes,,"['Mystery', 'Drama']"
The American Mall,,"['Romance', 'Comedy', 'Drama', 'Music']"
How to Win at Checkers (Every Time),,['Drama']
Two Tigers,,"['Action', 'Adventure', 'Foreign', 'Thriller']"
"Sex, Lies and Death",,"['Drama', 'Thriller', 'Crime', 'Romance', 'Foreign']"
Mrs. Lambert Remembers Love,,['Drama']
The Ridiculous 6,,"['Comedy', 'Western']"
Fighting Fish,,['Action']
Loham,,"['Action', 'Thriller']"
Ennum Eppozhum,,"['Drama', 'Family']"
Spirit,,['Drama']
Psychic Killer,,"['Horror', 'Thriller']"
Chaos on the Bridge,,"['TV Movie', 'Documentary', 'Science Fiction']"
John Mulaney: The Comeback Kid,,['Comedy']
L for Leisure,,['Comedy']
Saw,,"['Crime', 'Horror', 'Thriller']"
Northpole,Northpole,"['TV Movie', 'Fantasy', 'Family']"
Ouzeri Tsitsanis,,"['Drama', 'Music', 'War']"
Amy Schumer: Mostly Sex Stuff,,['Comedy']
Loup,,"['Drama', 'Adventure']"
American Hero,,"['Action', 'Comedy', 'Science Fiction']"
Night Owls,,"['Drama', 'Comedy']"
Led Zeppelin - Celebration Day,,['Music']
The Incident,,"['Thriller', 'Science Fiction']"
The Chiefs,,[]
Architecture 101,,"['Comedy', 'Romance']"
Under the Rainbow,,['Comedy']
April 9th,,"['Drama', 'War']"
I Believe in Miracles,,['Documentary']
The Girl in the Book,,['Drama']
La Vague,,['Documentary']
A Hand Shake,,[]
Angels of Revolution,,"['Romance', 'Drama', 'History']"
Mojave,,['Thriller']
Steak (R)évolution,,"['Family', 'Documentary', 'Adventure']"
Visitors of the Night,,['Science Fiction']
Motorcycle Gang,,[]
Red Wine,,"['Crime', 'Drama']"
China Heavyweight,,"['Documentary', 'Foreign']"
Yalom's Cure,,"['Documentary', 'History']"
Psalm 21,,"['Horror', 'Science Fiction', 'Thriller']"
Tumbledown,,"['Music', 'Romance', 'Comedy']"
9-Man,,['Documentary']
La Sfida,,[]
Many Wars Ago,,"['Drama', 'War']"
Chronicle of a Death Foretold,,"['Crime', 'Drama', 'Thriller']"
The Palermo Connection,,['Thriller']
Mortacci,,[]
Il minestrone,,['Comedy']
Bawdy Tales,,"['Drama', 'Foreign']"
Ostia,,[]
Beneath Loch Ness,,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']"
Atomic Train,,"['Action', 'Thriller', 'TV Movie']"
The Dream Is Alive,,['Documentary']
Evil Alien Conquerors,,"['Comedy', 'Science Fiction']"
A Kid in Aladdin's Palace,,"['Family', 'Adventure']"
The Education Of Shelby Knox,,['Documentary']
The Girl on the Stone,,"['Drama', 'Foreign']"
Spy School,,"['Action', 'Adventure', 'Comedy', 'Family']"
Wizards of Waverly Place: The Movie,Wizards of Waverly Place Collection,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
China Dolls,,"['Crime', 'Thriller']"
Second Skin,,['Documentary']
Under the Electric Sky,,"['Documentary', 'Music']"
The Pit,,['Documentary']
One Six Right,,['Documentary']
The Hunchedback Horse,,"['Adventure', 'Family', 'Fantasy']"
Folies Bergère,,['Comedy']
Friends from France,,['Drama']
Fatherland,,['Drama']
Ginger & Cinnamon,,"['Drama', 'Comedy', 'Romance', 'Foreign']"
Be Seeing You,,['Documentary']
10%: What Makes a Hero?,,"['Adventure', 'Documentary']"
100 Ghost Street: The Return of Richard Speck,,['Horror']
The Unwanted,,"['Drama', 'Horror', 'Mystery']"
The Wall,,[]
Another Way,,"['Drama', 'History']"
The Legend of Bhagat Singh,,"['Drama', 'History']"
Stranded,,['Drama']
Gone Too Far!,,['Comedy']
Sawney: Flesh of Man,,['Horror']
Inbred,,"['Comedy', 'Horror']"
Chemerical,,['Documentary']
For Lovers Only,,"['Drama', 'Romance']"
Heleno,,['Drama']
Maidan,,['Documentary']
Zhit,,"['Action', 'Drama']"
Snowman's Land,,"['Thriller', 'Comedy', 'Crime']"
The Heineken Kidnapping,,"['Thriller', 'Crime', 'Drama']"
The Pink Floyd and Syd Barrett Story,,"['Documentary', 'Music']"
Rudolph's Shiny New Year,Rudolph the Red-Nosed Reindeer Collection,"['Animation', 'Fantasy']"
Beltracchi - The Art of the Forgery,,"['Crime', 'Documentary', 'History']"
Ghost in the Shell: The New Movie,Ghost in the Shell: Arise,"['Science Fiction', 'Animation']"
"Christmas, Again",,[]
Archipelago,,['Drama']
Locust,,"['Crime', 'Drama', 'Thriller']"
Little Thirteen,,['Drama']
Totally True Love,,"['Drama', 'Action', 'Family']"
Extraction,,"['Action', 'Thriller']"
Whiffs,,"['Crime', 'Comedy']"
Fencing,,[]
Nunca en horas de clase,,['Comedy']
World of Tomorrow,,"['Animation', 'Comedy', 'Science Fiction']"
Night #1,,"['Drama', 'Foreign']"
Dinosaur Island,,"['Adventure', 'Comedy', 'Fantasy']"
Zoolander 2,Zoolander Collection,['Comedy']
Johan Falk: The Outlaws,Johan Falk GSI Collection,"['Action', 'Thriller']"
Johan Falk: Operation Näktergal,Johan Falk GSI Collection,"['Action', 'Thriller']"
The Pyramid,Wallander (Rolf Lassgård),"['Thriller', 'Action', 'Crime']"
View From A Blue Moon,,['Documentary']
Anuvahood,,"['Comedy', 'Foreign']"
Shadey,,['Comedy']
Tarzan in Manhattan,,"['TV Movie', 'Action', 'Adventure']"
Young Love,,"['Drama', 'Romance']"
Die Akte Golgatha,,['Adventure']
Love at the Thanksgiving Day Parade,,"['Romance', 'TV Movie']"
Gangsta Granny,,['TV Movie']
Innocent Killers,,"['Crime', 'Comedy']"
The Legend of Barney Thomson,,"['Comedy', 'Drama', 'Thriller']"
Mississippi Damned,,[]
Ice Spiders,,"['Horror', 'Science Fiction', 'Thriller']"
Unbranded,,['Documentary']
The Lion Guard: Return of the Roar,The Lion King Collection,"['TV Movie', 'Animation', 'Family']"
The Samurai That Night,,['Drama']
After School,,[]
"Justice, My Foot!",,['Comedy']
Fight Back to School,Fight Back to School Collection,"['Action', 'Comedy', 'Foreign']"
His Name was King,,['Western']
The Lily of Belgium,,"['Fantasy', 'Drama', 'Animation', 'War']"
The Kindergarten Teacher,,['Drama']
A Fighter's Blues,,"['Drama', 'Romance', 'Foreign']"
72 Tenants of Prosperity,,['Comedy']
Vampire Circus,,['Horror']
Hitting the Apex,,['Documentary']
How to Be Single,,"['Comedy', 'Romance']"
Huge,,[]
Winning Dad,,[]
Wir sind die Neuen,,['Comedy']
Memories of the Sword,,"['History', 'Action', 'Adventure', 'Drama']"
Encounters,,"['Science Fiction', 'Horror', 'Mystery']"
Anguish,,['Horror']
Doctor Mordrid,,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']"
Winning: The Racing Life of Paul Newman,,['Documentary']
Marvel Super Hero Adventures: Frost Fight!,,"['Animation', 'Fantasy']"
Blue Exorcist: The Movie,,"['Animation', 'Fantasy', 'Mystery', 'Horror']"
Finders Keepers,,['Documentary']
Devil Dog: The Hound of Hell,,"['Horror', 'TV Movie']"
The Propaganda Game,,['Documentary']
Darkness on the Edge of Town,,['Thriller']
Two Step,,"['Thriller', 'Crime', 'Drama']"
Assassins Run,,"['Action', 'Crime', 'Thriller']"
Bolshoi Babylon,,['Documentary']
Bowery Buckaroos,The Bowery Boys,"['Comedy', 'Western']"
He Never Died,,"['Thriller', 'Horror', 'Comedy', 'Drama']"
Night Into Morning,,"['Romance', 'Drama']"
Shutter,,['Thriller']
Steelyard Blues,,"['Drama', 'Comedy', 'Crime']"
The Assassin,,"['Crime', 'Mystery', 'Thriller']"
10+10,,[]
"The Green, Green Grass of Home",,"['Comedy', 'Drama', 'Family']"
Cheerful Wind,,"['Drama', 'Romance']"
Cute Girl,,"['Drama', 'Romance']"
The Battle Wizard,,"['Action', 'Foreign']"
The Black Marble,,"['Comedy', 'Crime', 'Romance']"
The Last Fall,,['Drama']
Troublemakers,,['Western']
The Perfect Weapon,,"['Action', 'Drama']"
A Fare to Remember,,"['Drama', 'Romance']"
OzLand,,"['Science Fiction', 'Drama', 'Fantasy']"
Another World,,"['Action', 'Drama', 'Science Fiction']"
Found in Time,,[]
Raggedy Ann & Andy: A Musical Adventure,,"['Music', 'Animation', 'Family']"
The Christmas Carol,,"['Fantasy', 'Drama']"
The Testaments,,['Drama']
Samurai Cop 2: Deadly Vengeance,,"['Action', 'Comedy', 'Crime']"
Eskil & Trinidad,,"['Drama', 'Family']"
Fraternity Row,,['Drama']
Sunshine Follows Rain,,"['Drama', 'Romance']"
Elves,,['Horror']
Murder in the Dark,,"['Horror', 'Mystery', 'Thriller']"
The Priests,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Accidental Detective,,"['Comedy', 'Crime', 'Thriller']"
The Cat Vanishes,,"['Drama', 'Thriller']"
The Thin Yellow Line,,['Drama']
The Masters of Suspense,,['Comedy']
Hands off Mississippi,,"['Family', 'Adventure', 'Comedy']"
The Runway,,"['Drama', 'Comedy']"
A Town Without Christmas,,['Family']
The Gnome,,[]
The Zohar Secret,,"['Comedy', 'Drama', 'Science Fiction']"
Raw Force,,"['Action', 'Adventure', 'Horror']"
I Made a Splash,,[]
Parasyte: Part 1,Parasyte Collection,"['Science Fiction', 'Horror']"
Parasyte: Part 2,Parasyte Collection,"['Science Fiction', 'Horror']"
Dark Awakening,,"['Horror', 'Mystery', 'Thriller']"
Halfweg,,"['Comedy', 'Drama']"
Mr. Miracle,,"['Drama', 'Family', 'TV Movie']"
Uuno Turhapuro – This Is My Life,Uuno Turhapuro,['Comedy']
Uuno Turhapuro - pisnismies,Uuno Turhapuro,[]
Tupla-Uuno,Uuno Turhapuro,[]
Uuno Turhapuro – kaksoisagentti,Uuno Turhapuro,['Comedy']
Uuno Turhapuro muuttaa maalle,Uuno Turhapuro,['Comedy']
Uuno Turhapuron muisti palailee pätkittäin,Uuno Turhapuro,['Comedy']
Uuno Turhapuro menettää muistinsa,Uuno Turhapuro,['Comedy']
Uuno Turhapuron Aviokriisi,Uuno Turhapuro,['Comedy']
Tup-akka-lakko,,['Comedy']
The Test-tube Adult and Simo's Angels,,['Comedy']
"Rautakauppias Uuno Turhapuro, presidentin vävy",Uuno Turhapuro,[]
Häpy Endkö? Eli kuinka Uuno Turhapuro sai niin kauniin ja rikkaan vaimon,Uuno Turhapuro,['Comedy']
Lottovoittaja UKK Turhapuro,Uuno Turhapuro,['Comedy']
Professori Uuno D.G. Turhapuro,Uuno Turhapuro,['Comedy']
Talvivaaran miehet,,[]
Stealing Christmas,,"['Comedy', 'Family']"
Fifty Shades of Black,,"['Romance', 'Comedy']"
"Totò, Peppino e i fuorilegge",Totò Collection,['Comedy']
Pensavo fosse amore invece era un calesse,,['Comedy']
The Band of Honest Men,Totò Collection,['Comedy']
"Totò, lascia o raddoppia?",Totò Collection,['Comedy']
O.S.S.,,"['Drama', 'War']"
Mr. Peabody and the Mermaid,,"['Comedy', 'Fantasy', 'Romance']"
Temptation,,['Drama']
The Pied Piper,,[]
The Man I Married,,['Drama']
Unlocking the Cage,,['Documentary']
1 P.M.,,['Documentary']
Jimi Plays Monterey,The Complete Monterey Pop Festival,['Music']
Depeche Mode: 101,,['Music']
The Return of the War Room,,['Documentary']
Elaine Stritch: At Liberty,,"['Comedy', 'Documentary', 'Music', 'TV Movie']"
Depeche Mode: The Videos 86-98,,['Music']
David Bowie: Best Of Bowie,,['Music']
Assume the Position with Mr. Wuhl,,['Comedy']
Successful Alcoholics,,['Comedy']
The Pee-wee Herman Show,,['Comedy']
The Broken Tower,,"['Drama', 'History']"
Dreamkeeper,,"['Fantasy', 'Drama']"
A Cosmic Christmas,,"['Science Fiction', 'Animation']"
The Monster of Mangatiti,,"['Drama', 'TV Movie']"
Nocturnal Animals,,"['Drama', 'Thriller']"
A Tale of Two Thieves,,['Documentary']
Tyke Elephant Outlaw,,['Documentary']
A Syrian Love Story,,['Documentary']
The Pardon,,"['Crime', 'Drama']"
Pete's Christmas,,"['Fantasy', 'Family']"
Homeland (Iraq Year Zero),,['Documentary']
Unnatural,,"['Thriller', 'Action', 'Horror']"
Lumberjack Man,,"['Horror', 'Comedy']"
Daddy's Home,Daddy's Home Collection,['Comedy']
Sisters,,['Comedy']
Homemade Hillbilly Jam,,['Documentary']
Pleasure Factory,,"['Drama', 'Romance']"
The Christmas Secret,,"['Romance', 'Drama', 'Family']"
Just in Time for Christmas,,"['Family', 'Fantasy', 'TV Movie', 'Romance', 'Drama']"
A Christmas Detour,,"['Comedy', 'TV Movie', 'Romance']"
Angel of Christmas,,"['Family', 'TV Movie']"
Once Upon A Holiday,,"['Family', 'Romance', 'TV Movie']"
"Murder, She Baked: A Chocolate Chip Cookie Mystery","Murder, She Baked Collection","['TV Movie', 'Mystery']"
Night Of The Living Deb,,"['Comedy', 'Horror']"
"Murder, She Baked: A Plum Pudding Murder Mystery","Murder, She Baked Collection","['TV Movie', 'Mystery']"
'Tis the Season for Love,,"['Romance', 'TV Movie']"
Ice Sculpture Christmas,,"['Romance', 'TV Movie']"
Charming Christmas,,"['Romance', 'Drama']"
I'm Not Ready for Christmas,,"['Family', 'TV Movie']"
Merry Matrimony,,"['Romance', 'TV Movie']"
Christmas Incorporated,,"['Drama', 'TV Movie']"
12 Gifts of Christmas,,"['Family', 'TV Movie']"
Crown for Christmas,,"['Romance', 'TV Movie', 'Comedy']"
The Bridge,The Bridge,"['Drama', 'TV Movie']"
On the Twelfth Day of Christmas,,"['Romance', 'TV Movie']"
A Christmas Melody,,"['Romance', 'Music', 'TV Movie', 'Comedy']"
Santa and the Ice Cream Bunny,,"['Fantasy', 'Family']"
Amor Impossível,,['Drama']
Kung Fu Panda 3,Kung Fu Panda Collection,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
Mobile Suit Gundam F91,,"['Animation', 'Science Fiction']"
Mobile Suit Gundam: Char's Counterattack,,"['Animation', 'Action', 'Science Fiction']"
Legend of the Galactic Heroes: My Conquest Is the Sea of Stars,Legend of the Galactic Heroes Collection,"['Animation', 'Science Fiction']"
Naoko,,"['Drama', 'Romance']"
Everybody Has Secrets,,"['Comedy', 'Romance']"
The Black Panthers: Vanguard of the Revolution,,['Documentary']
Midnight Sun,,['Drama']
Sweet Lies,,"['Comedy', 'Romance']"
The Hooligan Factory,,['Comedy']
"Josee, the Tiger and the Fish",,[]
Memoirs of a Teenage Amnesiac,,"['Drama', 'Foreign', 'Romance']"
About Love,,['Romance']
The Slanted Screen,,['Documentary']
Tokyo Girl,,[]
Honey and Clover,,"['Drama', 'Romance']"
Finding Mr. Destiny,,"['Family', 'Drama', 'Comedy', 'Romance']"
Villain,,['Drama']
The Harmonium in My Memory,,"['Romance', 'Drama']"
Petty Romance,,"['Comedy', 'Drama']"
Young Black Jack,,"['Thriller', 'Drama']"
Very Young Girls,,['Documentary']
Way of Blue Sky,,['Drama']
Ghost,,"['Mystery', 'Drama', 'Fantasy']"
Rainbow Eyes,,"['Thriller', 'Romance', 'Foreign']"
4th Period Mystery,,['Horror']
Tomorrow's Joe,,['Action']
LoveHotels,,[]
The Seaside Motel,,"['Comedy', 'Romance']"
Yuriko's Aroma,,[]
Blowfish,,"['Romance', 'Drama']"
"Love, Pain and Vice Versa",,"['Thriller', 'Romance']"
"Turn Left, Turn Right",,['Romance']
He's Mine Not Yours,,"['Comedy', 'Romance']"
Rules of Dating,,[]
Walking Vengeance,,"['Crime', 'Drama', 'Thriller']"
Waiting for Good News,,['Drama']
Diary of June,,"['Thriller', 'Crime', 'Drama', 'Mystery']"
All About My Wife,,"['Comedy', 'Romance', 'Foreign']"
A Perfect Christmas List,,"['Comedy', 'Drama', 'Family']"
Christmas Town,,"['Fantasy', 'Drama', 'Action', 'Comedy', 'Thriller', 'Family']"
Waiting in the Dark,,"['Drama', 'Romance']"
Love in Disguise,,"['Romance', 'Comedy']"
Black Kiss,,"['Crime', 'Drama', 'Horror', 'Mystery', 'Romance']"
Code Name: Jackal,,"['Action', 'Comedy']"
Perfect Number,,['Drama']
Whatcha Wearin'?,,"['Romance', 'Drama', 'Comedy']"
Akko's Secret,,"['Comedy', 'Romance', 'Fantasy']"
Dorfman,,"['Comedy', 'Romance']"
Spellbound,,"['Horror', 'Romance', 'Comedy']"
Twinkle,,"['Comedy', 'Drama', 'Romance']"
One Night Surprise,,"['Comedy', 'Romance']"
A Christmas Kiss II,,"['TV Movie', 'Romance']"
Quatre étoiles,,['Comedy']
The Substitute Husband,,['Comedy']
The Sweet Escape,,['Comedy']
R.O.T.O.R.,,"['Thriller', 'Action', 'Science Fiction']"
Alligator 2 - The Mutation,Alligator Collection,['Horror']
Flying,,"['Drama', 'Romance']"
Dick Tracy Meets Gruesome,Dick Tracy 1940s Collection,"['Action', 'Crime', 'Mystery', 'Thriller']"
Marco Polo: One Hundred Eyes,,"['Action', 'History', 'Drama']"
A Brave Heart: The Lizzie Velasquez Story,,['Documentary']
Pizza,,"['Comedy', 'Romance']"
Three Bewildered People in the Night,,[]
The Doe Boy,,"['Drama', 'Romance']"
"Nestor, the Long-Eared Christmas Donkey",,"['Animation', 'Family']"
Act Like You Love Me,,"['Comedy', 'Romance']"
Gone Fishing,,"['Drama', 'Family']"
Krisha,,"['Comedy', 'Drama']"
All My Sons,,"['Drama', 'Crime']"
Ask a Policeman,,['Comedy']
The Bachelor Father,,"['Comedy', 'Drama', 'Romance']"
The Bohemian Girl,,['Comedy']
Pimpernel Smith,,"['Adventure', 'Thriller']"
Tom Brown's School Days,,"['Drama', 'Family']"
Unicorn City,,"['Comedy', 'Romance']"
The End of a Great Era,,"['Comedy', 'Drama']"
Under the Hawthorn Tree,,"['Drama', 'Romance']"
A.R.O.G.,,"['Comedy', 'Fantasy']"
Rudolph and Frosty's Christmas in July,Rudolph the Red-Nosed Reindeer Collection,"['Animation', 'Fantasy', 'Family']"
Mistletoe Over Manhattan,,"['TV Movie', 'Family']"
A Cookie Cutter Christmas,,['Comedy']
Window Wonderland,,"['Romance', 'Comedy']"
The Unauthorized Full House Story,,['Drama']
La Novia,,"['Drama', 'Romance']"
When Santa Fell to Earth,,"['Comedy', 'Fantasy', 'Family']"
The PHD Movie 2,,['Comedy']
Standoff,,"['Drama', 'Thriller']"
My Lucky Star,,"['Comedy', 'Romance']"
A Matter of Faith,,['Drama']
Sorry I Love You,,"['Romance', 'Action', 'Drama']"
Video Girl,,['Drama']
Love for Sale,,"['Comedy', 'Drama', 'Romance']"
Te presento a Laura,,"['Romance', 'Comedy', 'Drama']"
The Coalition,,"['Drama', 'Romance']"
Bajirao Mastani,,"['War', 'History', 'Romance']"
Chrysalis,,"['Drama', 'Horror', 'Science Fiction']"
Hot Summer in Barefoot County,,"['Comedy', 'Action']"
Swelter,,"['Action', 'Drama', 'Thriller']"
Worlds Apart,,"['Romance', 'Drama']"
Manuscripts Don't Burn,,"['Crime', 'Drama']"
The Colossus of Rhodes,,"['History', 'Adventure', 'Drama']"
Feng Shui,,"['Drama', 'Horror', 'Thriller']"
We Accept Miracles,,['Comedy']
Soap Opera,,['Comedy']
Cold Deck,,"['Drama', 'Crime']"
Maddalena... zero in condotta,,[]
Teresa Venerdì,,"['Romance', 'Comedy', 'Drama']"
A Garibaldian in the Convent,,"['Drama', 'Comedy']"
The Gate of Heaven,,['Drama']
The Roof,,['Drama']
The Condemned of Altona,,"['History', 'Drama']"
Steve McQueen: The Man & Le Mans,,['Documentary']
